islet_id,imageid,donor_status
112_Islet_40,112,ND
6450_Islet_4,6450,Aab+
112_Islet_612,112,ND
6563_Islet_150,6563,T1D
6356_Islet_2,6356,ND
6479_Islet_136,6479,ND
6356_Islet_525,6356,ND
6549_Islet_22,6549,Aab+
6534_Islet_165,6534,T1D
6356_Islet_375,6356,ND
6538_Islet_165,6538,Aab+
112_Islet_72,112,ND
6479_Islet_132,6479,ND
6356_Islet_923,6356,ND
6516_Islet_5,6516,ND
6516_Islet_249,6516,ND
112_Islet_160,112,ND
6548_Islet_43,6548,ND
6356_Islet_197,6356,ND
112_Islet_298,112,ND
6549_Islet_165,6549,Aab+
6356_Islet_253,6356,ND
112_Islet_433,112,ND
112_Islet_143,112,ND
6505_Islet_85,6505,Aab+
112_Islet_607,112,ND
112_Islet_441,112,ND
6549_Islet_366,6549,Aab+
6356_Islet_327,6356,ND
112_Islet_588,112,ND
6516_Islet_278,6516,ND
6516_Islet_290,6516,ND
6516_Islet_95,6516,ND
6356_Islet_945,6356,ND
6450_Islet_386,6450,Aab+
6356_Islet_911,6356,ND
6505_Islet_283,6505,Aab+
6356_Islet_312,6356,ND
6356_Islet_706,6356,ND
112_Islet_5,112,ND
6505_Islet_65,6505,Aab+
6516_Islet_34,6516,ND
6534_Islet_103,6534,T1D
6356_Islet_10,6356,ND
6521_Islet_17,6521,Aab+
6538_Islet_144,6538,Aab+
6450_Islet_45,6450,Aab+
6549_Islet_401,6549,Aab+
6356_Islet_292,6356,ND
6538_Islet_124,6538,Aab+
6479_Islet_49,6479,ND
6534_Islet_211,6534,T1D
6521_Islet_114,6521,Aab+
112_Islet_245,112,ND
6505_Islet_268,6505,Aab+
6516_Islet_255,6516,ND
6549_Islet_157,6549,Aab+
6356_Islet_59,6356,ND
6516_Islet_92,6516,ND
6356_Islet_211,6356,ND
6534_Islet_93,6534,T1D
112_Islet_172,112,ND
6505_Islet_236,6505,Aab+
112_Islet_471,112,ND
112_Islet_609,112,ND
6534_Islet_291,6534,T1D
6356_Islet_506,6356,ND
6356_Islet_371,6356,ND
112_Islet_184,112,ND
6450_Islet_301,6450,Aab+
6356_Islet_413,6356,ND
6534_Islet_231,6534,T1D
6549_Islet_48,6549,Aab+
6521_Islet_139,6521,Aab+
6538_Islet_55,6538,Aab+
6521_Islet_187,6521,Aab+
6549_Islet_87,6549,Aab+
6356_Islet_532,6356,ND
6356_Islet_357,6356,ND
6356_Islet_115,6356,ND
112_Islet_195,112,ND
6548_Islet_94,6548,ND
6549_Islet_137,6549,Aab+
